task_id,n,Fc_over_F,F_over_Fc,F,Fc,J,gamma_mu,zeta,simulation_time,alpha,dt,nums,timestamp
1869,14,4.5000000000000036,0.22222222222222204,2.628571428571426e-12,1.1828571428571428e-11,2.492112696226237e-05,0.9543117581632395,1.0065662862101696e-07,1308.3381781578064,0.07,0.001,1000000,20251007_003519
1870,14,4.600000000000003,0.21739130434782594,2.5714285714285694e-12,1.1828571428571428e-11,2.4340615906462466e-05,0.9527950194402938,1.0065662862101696e-07,1243.3551969528198,0.07,0.001,1000000,20251007_005602
1871,14,4.700000000000003,0.21276595744680837,2.5167173252279616e-12,1.1828571428571428e-11,2.3789534011836292e-05,0.9514673205818056,1.0065662862101696e-07,2531.962424516678,0.07,0.001,1000000,20251006_162525
1872,14,4.800000000000003,0.20833333333333318,2.4642857142857122e-12,1.1828571428571428e-11,2.3258261926270932e-05,0.9500108771930988,1.0065662862101696e-07,2638.976007461548,0.07,0.001,1000000,20251006_170924
1873,14,4.900000000000004,0.20408163265306106,2.413994169096208e-12,1.1828571428571428e-11,2.274607463764941e-05,0.9484460305241779,1.0065662862101696e-07,2637.4590051174164,0.07,0.001,1000000,20251006_175322
1874,14,5.0000000000000036,0.19999999999999984,2.3657142857142835e-12,1.1828571428571428e-11,2.2261167352580554e-05,0.947170192279775,1.0065662862101696e-07,2666.9120905399323,0.07,0.001,1000000,20251006_183749
1875,14,5.100000000000003,0.1960784313725489,2.3193277310924355e-12,1.1828571428571428e-11,2.177887666436696e-05,0.9451826366753122,1.0065662862101696e-07,2671.829942703247,0.07,0.001,1000000,20251006_192221
1876,14,5.200000000000004,0.19230769230769218,2.274725274725273e-12,1.1828571428571428e-11,2.1326590014845e-05,0.9437019383082215,1.0065662862101696e-07,2653.5023951530457,0.07,0.001,1000000,20251006_200634
1877,14,5.300000000000004,0.18867924528301872,2.2318059299191357e-12,1.1828571428571428e-11,2.0892962931607453e-05,0.9422930472613643,1.0065662862101696e-07,2531.5400865077972,0.07,0.001,1000000,20251006_204846
1878,14,5.400000000000004,0.18518518518518506,2.190476190476189e-12,1.1828571428571428e-11,2.047712345176308e-05,0.940963530885381,1.0065662862101696e-07,2001.6366939544678,0.07,0.001,1000000,20251006_212207
1879,14,5.5000000000000036,0.1818181818181817,2.1506493506493493e-12,1.1828571428571428e-11,2.0064807646714433e-05,0.9390912056573414,1.0065662862101696e-07,2020.9724869728088,0.07,0.001,1000000,20251006_215548
1880,14,5.600000000000004,0.17857142857142844,2.1122448979591817e-12,1.1828571428571428e-11,1.968157110672632e-05,0.93790288970847,1.0065662862101696e-07,2003.5201201438904,0.07,0.001,1000000,20251006_222912
1881,14,5.700000000000005,0.17543859649122792,2.07518796992481e-12,1.1828571428571428e-11,1.9298093634368573e-05,0.9360506480377441,1.0065662862101696e-07,1645.9625828266144,0.07,0.001,1000000,20251006_225638
1882,14,5.800000000000004,0.17241379310344815,2.039408866995072e-12,1.1828571428571428e-11,1.894061648919834e-05,0.9348290235765431,1.0065662862101696e-07,1539.043974161148,0.07,0.001,1000000,20251006_232217
1883,14,5.900000000000004,0.1694915254237287,2.004842615012105e-12,1.1828571428571428e-11,1.8582714017138965e-05,0.932977646019575,1.0065662862101696e-07,1500.389918088913,0.07,0.001,1000000,20251006_234717
1884,14,6.000000000000004,0.16666666666666655,1.97142857142857e-12,1.1828571428571428e-11,1.824348710268803e-05,0.9314706769806581,1.0065662862101696e-07,1418.2434360980988,0.07,0.001,1000000,20251007_001056
1885,14,6.100000000000005,0.16393442622950807,1.93911007025761e-12,1.1828571428571428e-11,1.7909536124461727e-05,0.929660236468754,1.0065662862101696e-07,1339.3798682689667,0.07,0.001,1000000,20251007_003315
1886,14,6.200000000000005,0.16129032258064505,1.907834101382487e-12,1.1828571428571428e-11,1.7593428808380262e-05,0.928222861962776,1.0065662862101696e-07,1245.1040680408478,0.07,0.001,1000000,20251007_005400
1887,14,6.300000000000004,0.1587301587301586,1.8775510204081617e-12,1.1828571428571428e-11,1.7281846983496884e-05,0.9264901112114281,1.0065662862101696e-07,1248.5390644073486,0.07,0.001,1000000,20251007_011449
1888,14,6.400000000000005,0.1562499999999999,1.848214285714284e-12,1.1828571428571428e-11,1.698531587316508e-05,0.9250467573326302,1.0065662862101696e-07,2562.464947462082,0.07,0.001,1000000,20251006_162812
1889,14,6.500000000000005,0.15384615384615372,1.819780219780218e-12,1.1828571428571428e-11,1.6696329425849708e-05,0.9235160444566672,1.0065662862101696e-07,2647.995531797409,0.07,0.001,1000000,20251006_171220
1890,14,6.600000000000005,0.1515151515151514,1.7922077922077908e-12,1.1828571428571428e-11,1.641218241996693e-05,0.9217652985828891,1.0065662862101696e-07,2643.0371568202972,0.07,0.001,1000000,20251006_175623
1891,14,6.700000000000005,0.14925373134328349,1.7654584221748389e-12,1.1828571428571428e-11,1.6141556356813948e-05,0.9203018452122643,1.0065662862101696e-07,2659.9179770946503,0.07,0.001,1000000,20251006_184043
1892,14,6.800000000000005,0.14705882352941166,1.7394957983193263e-12,1.1828571428571428e-11,1.5869215648878752e-05,0.9182785883238959,1.0065662862101696e-07,2642.4207916259766,0.07,0.001,1000000,20251006_192445
1893,14,6.900000000000006,0.14492753623188395,1.714285714285713e-12,1.1828571428571428e-11,1.5614473865102956e-05,0.9168251732221427,1.0065662862101696e-07,2661.8755044937134,0.07,0.001,1000000,20251006_200907
1894,14,7.000000000000005,0.14285714285714274,1.6897959183673454e-12,1.1828571428571428e-11,1.5369050251178278e-05,0.9154932655330851,1.0065662862101696e-07,2509.6960566043854,0.07,0.001,1000000,20251006_205057
1895,14,7.100000000000005,0.1408450704225351,1.6659959758551295e-12,1.1828571428571428e-11,1.5124578867817063e-05,0.9138011977284188,1.0065662862101696e-07,1996.4882969856262,0.07,0.001,1000000,20251006_212413
1896,14,7.2000000000000055,0.13888888888888878,1.6428571428571414e-12,1.1828571428571428e-11,1.4884093903619288e-05,0.9119373032103177,1.0065662862101696e-07,2028.5851504802704,0.07,0.001,1000000,20251006_215802
1897,14,7.300000000000006,0.1369863013698629,1.6203522504892353e-12,1.1828571428571428e-11,1.4660206095269277e-05,0.9106951405125303,1.0065662862101696e-07,1966.906839132309,0.07,0.001,1000000,20251006_223049
1898,14,7.400000000000006,0.13513513513513503,1.5984555984555972e-12,1.1828571428571428e-11,1.4427187466992389e-05,0.9084969593862529,1.0065662862101696e-07,1709.5249733924866,0.07,0.001,1000000,20251006_225918
1899,14,7.500000000000005,0.13333333333333325,1.577142857142856e-12,1.1828571428571428e-11,1.4216986662900906e-05,0.9073584806578788,1.0065662862101696e-07,1596.2836565971375,0.07,0.001,1000000,20251006_232555
1900,14,7.600000000000006,0.13157894736842096,1.5563909774436078e-12,1.1828571428571428e-11,1.4003978504915696e-05,0.9056806959272398,1.0065662862101696e-07,1561.3457324504852,0.07,0.001,1000000,20251006_235156
1901,14,7.700000000000006,0.12987012987012977,1.5361781076066777e-12,1.1828571428571428e-11,1.379054656821989e-05,0.9036126198678782,1.0065662862101696e-07,1535.5889084339142,0.07,0.001,1000000,20251007_001732
1902,14,7.800000000000006,0.1282051282051281,1.5164835164835153e-12,1.1828571428571428e-11,1.3589209947015332e-05,0.9019841257896197,1.0065662862101696e-07,1311.5313611030579,0.07,0.001,1000000,20251007_003923
1903,14,7.900000000000006,0.12658227848101256,1.497287522603977e-12,1.1828571428571428e-11,1.3398405884290936e-05,0.9007210337686273,1.0065662862101696e-07,1246.2541816234589,0.07,0.001,1000000,20251007_010010
1904,14,8.000000000000007,0.12499999999999989,1.478571428571427e-12,1.1828571428571428e-11,1.3200374755195472e-05,0.8986412111829679,1.0065662862101696e-07,1241.073694229126,0.07,0.001,1000000,20251007_012051
1905,14,8.100000000000007,0.12345679012345669,1.460317460317459e-12,1.1828571428571428e-11,1.301745823287404e-05,0.8972661729670456,1.0065662862101696e-07,2580.0988347530365,0.07,0.001,1000000,20251006_163246
1906,14,8.200000000000006,0.12195121951219502,1.4425087108013924e-12,1.1828571428571428e-11,1.283371445756415e-05,0.8955221000125165,1.0065662862101696e-07,2671.7023973464966,0.07,0.001,1000000,20251006_171718
1907,14,8.300000000000006,0.12048192771084329,1.4251290877796891e-12,1.1828571428571428e-11,1.2653993219233892e-05,0.893749420289845,1.0065662862101696e-07,2645.030440092087,0.07,0.001,1000000,20251006_180123
1908,14,8.400000000000006,0.11904761904761897,1.4081632653061214e-12,1.1828571428571428e-11,1.2482339896575443e-05,0.8922475697573048,1.0065662862101696e-07,2686.2533297538757,0.07,0.001,1000000,20251006_184610
1909,14,8.500000000000007,0.11764705882352931,1.391596638655461e-12,1.1828571428571428e-11,1.2310862806255035e-05,0.8904663255659847,1.0065662862101696e-07,2672.0887694358826,0.07,0.001,1000000,20251006_193042
1910,14,8.600000000000007,0.11627906976744178,1.3754152823920255e-12,1.1828571428571428e-11,1.2143843670738567e-05,0.8887194857042592,1.0065662862101696e-07,2678.882671356201,0.07,0.001,1000000,20251006_201521
1911,14,8.700000000000006,0.1149425287356321,1.3596059113300481e-12,1.1828571428571428e-11,1.1982921670049862e-05,0.8871397853492758,1.0065662862101696e-07,2424.4380621910095,0.07,0.001,1000000,20251006_205545
1912,14,8.800000000000008,0.11363636363636354,1.3441558441558428e-12,1.1828571428571428e-11,1.1825197959035692e-05,0.8855257108078761,1.0065662862101696e-07,2029.613802909851,0.07,0.001,1000000,20251006_212935
1913,14,8.900000000000007,0.11235955056179765,1.3290529695024064e-12,1.1828571428571428e-11,1.1667924206159947e-05,0.8836772804001394,1.0065662862101696e-07,2030.6390204429626,0.07,0.001,1000000,20251006_220325
1914,14,9.000000000000007,0.11111111111111102,1.314285714285713e-12,1.1828571428571428e-11,1.1522101370733736e-05,0.8824381685058261,1.0065662862101696e-07,1936.6379759311676,0.07,0.001,1000000,20251006_223542
1915,14,9.100000000000007,0.1098901098901098,1.2998430141287273e-12,1.1828571428571428e-11,1.1367310863662938e-05,0.8802564429600103,1.0065662862101696e-07,1714.5635113716125,0.07,0.001,1000000,20251006_230417
1916,14,9.200000000000006,0.10869565217391297,1.2857142857142847e-12,1.1828571428571428e-11,1.122643680641395e-05,0.878900773613742,1.0065662862101696e-07,1563.1512944698334,0.07,0.001,1000000,20251006_233020
1917,14,9.300000000000008,0.10752688172043001,1.2718894009216577e-12,1.1828571428571428e-11,1.1084255349587411e-05,0.8772018804901281,1.0065662862101696e-07,1515.087592124939,0.07,0.001,1000000,20251006_235535
1918,14,9.400000000000007,0.10638297872340417,1.2583586626139806e-12,1.1828571428571428e-11,1.0936277299665148e-05,0.8747973335059733,1.0065662862101696e-07,1528.74018740654,0.07,0.001,1000000,20251007_002104
1919,14,9.500000000000007,0.10526315789473677,1.2451127819548862e-12,1.1828571428571428e-11,1.0803112230342715e-05,0.8733384408868534,1.0065662862101696e-07,1267.9045317173004,0.07,0.001,1000000,20251007_004211
1920,14,9.600000000000009,0.10416666666666657,1.232142857142856e-12,1.1828571428571428e-11,1.0671450674113567e-05,0.8717757369811316,1.0065662862101696e-07,1252.9870409965515,0.07,0.001,1000000,20251007_010304
1921,14,9.700000000000008,0.10309278350515455,1.2194403534609708e-12,1.1828571428571428e-11,1.053759012668282e-05,0.8698074431698357,1.0065662862101696e-07,1253.0910003185272,0.07,0.001,1000000,20251007_012358
1922,14,9.800000000000008,0.10204081632653053,1.206997084548104e-12,1.1828571428571428e-11,1.0416088247010044e-05,0.8686419708756509,1.0065662862101696e-07,2428.9133021831512,0.07,0.001,1000000,20251006_163217
1923,14,9.900000000000007,0.10101010101010094,1.194805194805194e-12,1.1828571428571428e-11,1.028351944844777e-05,0.8663373766199436,1.0065662862101696e-07,2329.412386894226,0.07,0.001,1000000,20251006_171107
1924,14,10.000000000000007,0.09999999999999992,1.1828571428571418e-12,1.1828571428571428e-11,1.0158663824287313e-05,0.8644635220929157,1.0065662862101696e-07,2333.227482318878,0.07,0.001,1000000,20251006_175000
1925,14,10.100000000000009,0.09900990099009893,1.1711456859971702e-12,1.1828571428571428e-11,1.0034010147739612e-05,0.8623945296443521,1.0065662862101696e-07,2341.3041050434113,0.07,0.001,1000000,20251006_182901
1926,14,10.200000000000008,0.09803921568627443,1.1596638655462173e-12,1.1828571428571428e-11,9.916670100834076e-06,0.8607481953631821,1.0065662862101696e-07,2333.922777891159,0.07,0.001,1000000,20251006_190755
1927,14,10.300000000000008,0.09708737864077663,1.1484049930651862e-12,1.1828571428571428e-11,9.797740762371906e-06,0.8587628573529626,1.0065662862101696e-07,2340.704925060272,0.07,0.001,1000000,20251006_194656
1928,14,10.40000000000001,0.09615384615384606,1.1373626373626361e-12,1.1828571428571428e-11,9.684673448906928e-06,0.8570939000800278,1.0065662862101696e-07,2337.9192926883698,0.07,0.001,1000000,20251006_202554
1929,14,10.500000000000009,0.09523809523809516,1.126530612244897e-12,1.1828571428571428e-11,9.570527398661091e-06,0.8551361246674021,1.0065662862101696e-07,2316.958906173706,0.07,0.001,1000000,20251006_210431
1930,14,10.600000000000009,0.09433962264150936,1.1159029649595678e-12,1.1828571428571428e-11,9.459322985520492e-06,0.8532494228064751,1.0065662862101696e-07,2095.1346893310547,0.07,0.001,1000000,20251006_213926
1931,14,10.700000000000008,0.09345794392523357,1.1054739652870486e-12,1.1828571428571428e-11,9.354085166857732e-06,0.851716735350957,1.0065662862101696e-07,1950.3929340839386,0.07,0.001,1000000,20251006_221156
1932,14,10.800000000000008,0.09259259259259253,1.0952380952380945e-12,1.1828571428571428e-11,9.235745525207e-06,0.8488008328151566,1.0065662862101696e-07,1761.9989936351776,0.07,0.001,1000000,20251006_224118
1933,14,10.90000000000001,0.09174311926605497,1.0851900393184786e-12,1.1828571428571428e-11,9.132873579363409e-06,0.8471182288938165,1.0065662862101696e-07,1548.1340413093567,0.07,0.001,1000000,20251006_230707
1934,14,11.000000000000009,0.09090909090909084,1.0753246753246744e-12,1.1828571428571428e-11,9.023624198673143e-06,0.8446635798692369,1.0065662862101696e-07,1562.2317645549774,0.07,0.001,1000000,20251006_233309
1935,14,11.100000000000009,0.09009009009009002,1.0656370656370647e-12,1.1828571428571428e-11,8.927380602531202e-06,0.843251481056778,1.0065662862101696e-07,1469.6834616661072,0.07,0.001,1000000,20251006_235739
1936,14,11.20000000000001,0.0892857142857142,1.0561224489795909e-12,1.1828571428571428e-11,8.82089034888867e-06,0.8406989973678304,1.0065662862101696e-07,1533.8573541641235,0.07,0.001,1000000,20251007_002312
1937,14,11.30000000000001,0.08849557522123887,1.0467762326169397e-12,1.1828571428571428e-11,8.71824344595412e-06,0.838334846954967,1.0065662862101696e-07,1272.5208714008331,0.07,0.001,1000000,20251007_004425
1938,14,11.40000000000001,0.08771929824561396,1.037593984962405e-12,1.1828571428571428e-11,8.629171996765287e-06,0.837112949355382,1.0065662862101696e-07,1248.9911699295044,0.07,0.001,1000000,20251007_010514
1939,14,11.500000000000009,0.08695652173913036,1.0285714285714276e-12,1.1828571428571428e-11,8.522751090871487e-06,0.8340416305114632,1.0065662862101696e-07,2653.0524497032166,0.07,0.001,1000000,20251006_164842
1940,14,11.600000000000009,0.08620689655172407,1.019704433497536e-12,1.1828571428571428e-11,8.433069334192398e-06,0.8324415391581624,1.0065662862101696e-07,2668.6611580848694,0.07,0.001,1000000,20251006_173311
1941,14,11.70000000000001,0.0854700854700854,1.0109890109890102e-12,1.1828571428571428e-11,8.341968563365398e-06,0.8305475356546648,1.0065662862101696e-07,2660.8482954502106,0.07,0.001,1000000,20251006_181732
1942,14,11.80000000000001,0.08474576271186433,1.0024213075060524e-12,1.1828571428571428e-11,8.248105135437856e-06,0.8282210775331692,1.0065662862101696e-07,2645.6362087726593,0.07,0.001,1000000,20251006_190137
1943,14,11.90000000000001,0.08403361344537809,9.93997599039615e-13,1.1828571428571428e-11,8.148411023845004e-06,0.8251444299976413,1.0065662862101696e-07,2644.8287131786346,0.07,0.001,1000000,20251006_194542
1944,14,12.00000000000001,0.08333333333333326,9.857142857142848e-13,1.1828571428571428e-11,8.061113588888368e-06,0.8231640025391294,1.0065662862101696e-07,2674.2626547813416,0.07,0.001,1000000,20251006_203016
1945,14,12.10000000000001,0.08264462809917349,9.77567886658795e-13,1.1828571428571428e-11,7.975307456373146e-06,0.8211885555266536,1.0065662862101696e-07,2186.1872379779816,0.07,0.001,1000000,20251006_210643
1946,14,12.20000000000001,0.08196721311475404,9.69555035128805e-13,1.1828571428571428e-11,7.889493946481544e-06,0.8190663071263969,1.0065662862101696e-07,2004.504329919815,0.07,0.001,1000000,20251006_214007
1947,14,12.30000000000001,0.08130081300813002,9.61672473867595e-13,1.1828571428571428e-11,7.801225585705415e-06,0.816541065599055,1.0065662862101696e-07,2024.9848155975342,0.07,0.001,1000000,20251006_221352
1948,14,12.40000000000001,0.08064516129032252,9.539170506912434e-13,1.1828571428571428e-11,7.722664584023692e-06,0.8148899114817855,1.0065662862101696e-07,1834.2765991687775,0.07,0.001,1000000,20251006_224426
1949,14,12.50000000000001,0.07999999999999993,9.462857142857135e-13,1.1828571428571428e-11,7.63120599226754e-06,0.8117331329195465,1.0065662862101696e-07,1685.1086707115173,0.07,0.001,1000000,20251006_231232
1950,14,12.60000000000001,0.0793650793650793,9.387755102040808e-13,1.1828571428571428e-11,7.559849893846479e-06,0.8105761120995971,1.0065662862101696e-07,1549.8874716758728,0.07,0.001,1000000,20251006_233821
1951,14,12.70000000000001,0.0787401574803149,9.313835770528677e-13,1.1828571428571428e-11,7.471409234729603e-06,0.8074512833858205,1.0065662862101696e-07,1525.694565296173,0.07,0.001,1000000,20251007_000347
1952,14,12.800000000000011,0.07812499999999993,9.241071428571419e-13,1.1828571428571428e-11,7.384978893107263e-06,0.8043949054643992,1.0065662862101696e-07,1482.9864344596863,0.07,0.001,1000000,20251007_002830
1953,14,12.900000000000011,0.07751937984496117,9.169435215946836e-13,1.1828571428571428e-11,7.309759632269181e-06,0.8024221157423208,1.0065662862101696e-07,1262.6769247055054,0.07,0.001,1000000,20251007_004933
1954,14,13.00000000000001,0.07692307692307686,9.09890109890109e-13,1.1828571428571428e-11,7.233984635569279e-06,0.8002598302783849,1.0065662862101696e-07,1252.4060971736908,0.07,0.001,1000000,20251007_011025
1955,14,13.10000000000001,0.07633587786259537,9.029443838604137e-13,1.1828571428571428e-11,7.1559217760535365e-06,0.7977135397573045,1.0065662862101696e-07,1248.419657945633,0.07,0.001,1000000,20251007_013114
1956,14,13.20000000000001,0.0757575757575757,8.961038961038954e-13,1.1828571428571428e-11,7.072699552640616e-06,0.7944548565333311,1.0065662862101696e-07,2387.0537946224213,0.07,0.001,1000000,20251006_172231
1957,14,13.300000000000011,0.07518796992481197,8.893662728249186e-13,1.1828571428571428e-11,7.0073246215508705e-06,0.7930744549351791,1.0065662862101696e-07,2354.749851703644,0.07,0.001,1000000,20251006_180146
1958,14,13.400000000000011,0.07462686567164173,8.827292110874192e-13,1.1828571428571428e-11,6.929075203760414e-06,0.7901147268173254,1.0065662862101696e-07,2348.8418514728546,0.07,0.001,1000000,20251006_184055
1959,14,13.50000000000001,0.07407407407407401,8.761904761904755e-13,1.1828571428571428e-11,6.86050611661733e-06,0.7881338990752117,1.0065662862101696e-07,2364.701726436615,0.07,0.001,1000000,20251006_192019
1960,14,13.600000000000012,0.07352941176470582,8.697478991596631e-13,1.1828571428571428e-11,6.783799773227766e-06,0.7850946407262039,1.0065662862101696e-07,2358.6336703300476,0.07,0.001,1000000,20251006_195938
1961,14,13.700000000000012,0.07299270072992695,8.633993743482787e-13,1.1828571428571428e-11,6.70930713790113e-06,0.7821829120432447,1.0065662862101696e-07,2379.3724699020386,0.07,0.001,1000000,20251006_203917
1962,14,13.800000000000011,0.07246376811594198,8.571428571428565e-13,1.1828571428571428e-11,6.641197796342924e-06,0.7798940102160742,1.0065662862101696e-07,2312.330605983734,0.07,0.001,1000000,20251006_211750
1963,14,13.900000000000011,0.07194244604316541,8.50976361767728e-13,1.1828571428571428e-11,6.5675777941805994e-06,0.7768373701887996,1.0065662862101696e-07,2011.1941022872925,0.07,0.001,1000000,20251006_215121
1964,14,14.00000000000001,0.07142857142857137,8.448979591836727e-13,1.1828571428571428e-11,6.502413514108718e-06,0.774662804088557,1.0065662862101696e-07,1873.4502778053284,0.07,0.001,1000000,20251006_222234
1965,14,14.100000000000012,0.07092198581560277,8.38905775075987e-13,1.1828571428571428e-11,6.424481735952038e-06,0.7708454171979642,1.0065662862101696e-07,1672.3728675842285,0.07,0.001,1000000,20251006_225027
1966,14,14.200000000000012,0.07042253521126755,8.329979879275648e-13,1.1828571428571428e-11,6.3565498460841305e-06,0.7681037486778548,1.0065662862101696e-07,1543.1824696063995,0.07,0.001,1000000,20251006_231610
1967,14,14.300000000000011,0.06993006993006988,8.271728271728265e-13,1.1828571428571428e-11,6.304899082033003e-06,0.7672276754572228,1.0065662862101696e-07,1549.550329208374,0.07,0.001,1000000,20251006_234159
1968,14,14.400000000000013,0.06944444444444438,8.214285714285706e-13,1.1828571428571428e-11,6.227378065376651e-06,0.7630935945156516,1.0065662862101696e-07,1445.29265499115,0.07,0.001,1000000,20251007_000605
1969,14,14.500000000000012,0.06896551724137925,8.157635467980289e-13,1.1828571428571428e-11,6.1693170822323575e-06,0.7612287418688796,1.0065662862101696e-07,1411.1528556346893,0.07,0.001,1000000,20251007_002936
1970,14,14.600000000000012,0.06849315068493145,8.101761252446176e-13,1.1828571428571428e-11,6.1089417044195335e-06,0.7589775324760898,1.0065662862101696e-07,1269.2873437404633,0.07,0.001,1000000,20251007_005045
1971,14,14.700000000000012,0.06802721088435369,8.046647230320693e-13,1.1828571428571428e-11,6.035606413777366e-06,0.7550023952895522,1.0065662862101696e-07,1256.9954199790955,0.07,0.001,1000000,20251007_011142
1972,14,14.800000000000011,0.06756756756756752,7.992277992277986e-13,1.1828571428571428e-11,5.967487627720033e-06,0.7515594258911966,1.0065662862101696e-07,1258.867145061493,0.07,0.001,1000000,20251007_013241
1973,14,14.900000000000013,0.06711409395973149,7.938638542665381e-13,1.1828571428571428e-11,5.900364918318204e-06,0.7481268193780596,1.0065662862101696e-07,2386.642886400223,0.07,0.001,1000000,20251006_172607
1974,14,15.000000000000012,0.06666666666666661,7.885714285714279e-13,1.1828571428571428e-11,5.83996840335971e-06,0.7454385353529286,1.0065662862101696e-07,2380.577866077423,0.07,0.001,1000000,20251006_180548
1975,15,1.0,1.0,1.1828571428571428e-11,1.1828571428571428e-11,0.00011727519737476762,0.9979671729499896,1.0065662862101696e-07,2653.1208691596985,0.07,0.001,1000000,20251006_185001
1976,15,1.1,0.9090909090909091,1.0753246753246752e-11,1.1828571428571428e-11,0.00010657204763021993,0.9975761986915714,1.0065662862101696e-07,2685.2071058750153,0.07,0.001,1000000,20251006_193446
1977,15,1.2000000000000002,0.8333333333333333,9.857142857142855e-12,1.1828571428571428e-11,9.765301232724787e-05,0.9971878401279952,1.0065662862101696e-07,2689.774178504944,0.07,0.001,1000000,20251006_201936
1978,15,1.3000000000000003,0.769230769230769,9.098901098901096e-12,1.1828571428571428e-11,9.01248642152147e-05,0.9970066591806412,1.0065662862101696e-07,2690.950949907303,0.07,0.001,1000000,20251006_210427
1979,15,1.4000000000000004,0.7142857142857141,8.448979591836732e-12,1.1828571428571428e-11,8.369304348471058e-05,0.9970742034153474,1.0065662862101696e-07,2358.013572216034,0.07,0.001,1000000,20251006_214345
1980,15,1.5000000000000004,0.6666666666666665,7.885714285714283e-12,1.1828571428571428e-11,7.811736777777558e-05,0.9971234808118242,1.0065662862101696e-07,2145.9879915714264,0.07,0.001,1000000,20251006_221931
1981,15,1.6000000000000005,0.6249999999999998,7.39285714285714e-12,1.1828571428571428e-11,7.322972315693898e-05,0.9970511948752708,1.0065662862101696e-07,1898.4296398162842,0.07,0.001,1000000,20251006_225110
1982,15,1.7000000000000006,0.5882352941176469,6.957983193277308e-12,1.1828571428571428e-11,6.890872045393743e-05,0.9968577518530116,1.0065662862101696e-07,1756.0104954242706,0.07,0.001,1000000,20251006_232026
1983,15,1.8000000000000007,0.5555555555555554,6.571428571428569e-12,1.1828571428571428e-11,6.50374877860698e-05,0.9961995604714022,1.0065662862101696e-07,1695.90891122818,0.07,0.001,1000000,20251006_234841
1984,15,1.9000000000000008,0.526315789473684,6.225563909774433e-12,1.1828571428571428e-11,6.159304430536683e-05,0.9958532714681883,1.0065662862101696e-07,1632.8660628795624,0.07,0.001,1000000,20251007_001554
1985,15,2.000000000000001,0.4999999999999998,5.9142857142857115e-12,1.1828571428571428e-11,5.850291025702155e-05,0.9956748786697569,1.0065662862101696e-07,1486.5072152614594,0.07,0.001,1000000,20251007_004041
1986,15,2.100000000000001,0.47619047619047594,5.632653061224486e-12,1.1828571428571428e-11,5.569343732070177e-05,0.9952527833835891,1.0065662862101696e-07,1410.2103481292725,0.07,0.001,1000000,20251007_010411
1987,15,2.200000000000001,0.4545454545454543,5.3766233766233736e-12,1.1828571428571428e-11,5.311885968892216e-05,0.9944466922728036,1.0065662862101696e-07,1412.8210854530334,0.07,0.001,1000000,20251007_012744
1988,15,2.300000000000001,0.43478260869565194,5.14285714285714e-12,1.1828571428571428e-11,5.07734146500146e-05,0.9937434776592214,1.0065662862101696e-07,1411.5856430530548,0.07,0.001,1000000,20251007_015116
1989,15,2.4000000000000012,0.41666666666666646,4.928571428571426e-12,1.1828571428571428e-11,4.864240719272886e-05,0.9934279713685673,1.0065662862101696e-07,1410.5450246334076,0.07,0.001,1000000,20251007_021446
1990,15,2.5000000000000013,0.3999999999999998,4.731428571428569e-12,1.1828571428571428e-11,4.6661354155365346e-05,0.9926757902533971,1.0065662862101696e-07,2651.908621788025,0.07,0.001,1000000,20251006_173538
1991,15,2.6000000000000014,0.3846153846153844,4.549450549450547e-12,1.1828571428571428e-11,4.482679706948755e-05,0.9917932321383388,1.0065662862101696e-07,2663.5847222805023,0.07,0.001,1000000,20251006_182002
1992,15,2.7000000000000015,0.3703703703703702,4.380952380952379e-12,1.1828571428571428e-11,4.313880225586534e-05,0.991155808198986,1.0065662862101696e-07,2650.0645265579224,0.07,0.001,1000000,20251006_190412
1993,15,2.8000000000000016,0.35714285714285693,4.224489795918364e-12,1.1828571428571428e-11,4.1565973118766414e-05,0.990389590603167,1.0065662862101696e-07,2660.2600708007812,0.07,0.001,1000000,20251006_194832
1994,15,2.9000000000000017,0.34482758620689635,4.078817733990145e-12,1.1828571428571428e-11,4.009775950225191e-05,0.9895282285155368,1.0065662862101696e-07,2656.722435235977,0.07,0.001,1000000,20251006_203249
1995,15,3.0000000000000018,0.33333333333333315,3.942857142857141e-12,1.1828571428571428e-11,3.873886105364313e-05,0.9889587699979766,1.0065662862101696e-07,2619.9844028949738,0.07,0.001,1000000,20251006_211629
1996,15,3.100000000000002,0.32258064516129015,3.815668202764975e-12,1.1828571428571428e-11,3.745204273760781e-05,0.987978030743373,1.0065662862101696e-07,2309.3066866397858,0.07,0.001,1000000,20251006_215458
1997,15,3.200000000000002,0.31249999999999983,3.696428571428569e-12,1.1828571428571428e-11,3.626239593266743e-05,0.9874532808548594,1.0065662862101696e-07,2037.1479098796844,0.07,0.001,1000000,20251006_222855
1998,15,3.300000000000002,0.3030303030303028,3.5844155844155817e-12,1.1828571428571428e-11,3.512961097752952e-05,0.986500622623121,1.0065662862101696e-07,1823.0491478443146,0.07,0.001,1000000,20251006_225919
1999,15,3.400000000000002,0.2941176470588234,3.4789915966386535e-12,1.1828571428571428e-11,3.407846292073798e-05,0.9859820269477072,1.0065662862101696e-07,1731.2854640483856,0.07,0.001,1000000,20251006_232810
2000,15,3.500000000000002,0.28571428571428553,3.3795918367346915e-12,1.1828571428571428e-11,3.3081547532343504e-05,0.9852897050990912,1.0065662862101696e-07,1691.2666084766388,0.07,0.001,1000000,20251006_235621
